39.524,-0.787,0.554,-0.494,0.181,0.171,0.393,-0.510,-0.148,-0.657,-0.909,-0.159,-0.346,-0.131,-0.794
39.517,-0.707,0.474,-0.558,0.170,0.226,0.411,-0.490,-0.237,-0.739,-0.996,-0.207,-0.202,-0.059,-0.868
39.482,-0.789,0.497,-0.523,0.175,0.231,0.442,-0.537,-0.212,-0.750,-0.981,-0.174,-0.235,-0.089,-0.822
39.456,-0.625,0.694,-0.526,0.149,0.251,0.348,-0.429,-0.092,-0.689,-1.203,-0.182,-0.226,-0.124,-0.874
39.483,-0.733,0.643,-0.491,0.129,0.235,0.481,-0.503,-0.122,-0.734,-1.113,-0.281,-0.219,-0.072,-0.819
39.483,-0.733,0.643,-0.491,0.129,0.235,0.481,-0.503,-0.122,-0.734,-1.113,-0.281,-0.219,-0.072,-0.819
39.498,-0.695,0.640,-0.519,0.120,0.279,0.476,-0.537,-0.129,-0.719,-1.123,-0.293,-0.214,-0.129,-0.803
39.462,-0.857,0.468,-0.580,0.153,0.288,0.463,-0.581,-0.210,-0.530,-1.097,-0.188,-0.404,-0.090,-0.857
39.419,-0.726,0.573,-0.532,0.142,0.216,0.423,-0.533,-0.121,-0.651,-1.172,-0.309,-0.316,-0.140,-0.818
39.438,-0.750,0.566,-0.516,0.127,0.169,0.460,-0.555,-0.122,-0.652,-1.195,-0.282,-0.275,-0.120,-0.806
39.439,-0.779,0.679,-0.483,0.090,0.126,0.404,-0.571,-0.142,-0.616,-1.239,-0.255,-0.213,-0.057,-0.894
39.451,-0.757,0.670,-0.469,0.067,0.161,0.415,-0.555,-0.202,-0.531,-1.187,-0.285,-0.258,-0.062,-0.866
39.452,-0.783,0.681,-0.525,0.066,0.138,0.459,-0.539,-0.159,-0.548,-1.224,-0.282,-0.261,-0.079,-0.901
39.379,-0.720,0.625,-0.479,0.120,0.150,0.413,-0.556,-0.153,-0.592,-1.198,-0.322,-0.265,-0.061,-0.842
39.435,-0.720,0.599,-0.532,0.098,0.174,0.467,-0.541,-0.147,-0.600,-1.205,-0.304,-0.291,-0.098,-0.849
39.410,-0.757,0.631,-0.528,0.102,0.172,0.457,-0.529,-0.145,-0.575,-1.205,-0.300,-0.296,-0.088,-0.856
39.426,-0.773,0.672,-0.499,0.079,0.149,0.471,-0.501,-0.175,-0.565,-1.264,-0.293,-0.265,-0.073,-0.966
39.392,-0.762,0.634,-0.512,0.113,0.179,0.458,-0.495,-0.141,-0.569,-1.214,-0.318,-0.304,-0.086,-0.906
39.434,-0.782,0.665,-0.497,0.076,0.117,0.459,-0.510,-0.175,-0.548,-1.252,-0.293,-0.277,-0.079,-0.944
39.374,-0.759,0.612,-0.472,0.119,0.153,0.463,-0.506,-0.166,-0.574,-1.228,-0.327,-0.318,-0.091,-0.900
39.395,-0.749,0.599,-0.514,0.103,0.166,0.464,-0.514,-0.146,-0.589,-1.238,-0.317,-0.301,-0.085,-0.906
39.369,-0.738,0.592,-0.521,0.119,0.181,0.456,-0.502,-0.121,-0.575,-1.230,-0.322,-0.345,-0.101,-0.889
39.393,-0.769,0.612,-0.531,0.116,0.150,0.425,-0.519,-0.142,-0.558,-1.227,-0.324,-0.320,-0.068,-0.889
39.382,-0.753,0.618,-0.515,0.114,0.173,0.465,-0.550,-0.144,-0.583,-1.238,-0.319,-0.309,-0.084,-0.874
