2.720,-0.378,0.759,0.158,-0.571,0.752,-0.033,-0.499,-0.835,-0.414,0.051,0.289,-0.588,0.556,-0.567
2.336,0.110,0.886,0.292,-0.416,0.235,-0.012,-0.804,-0.664,-0.577,0.118,0.035,-0.228,0.028,-0.319
2.499,-0.484,0.491,0.174,-0.582,0.426,0.174,-0.694,-0.559,-0.317,-0.545,0.231,-0.245,0.420,-0.572
2.252,-0.752,0.944,0.211,-0.576,0.315,-0.135,-0.931,-0.729,-0.575,-0.198,0.112,-0.329,0.705,-0.359
2.568,-0.114,0.500,0.501,-0.644,0.325,-0.251,-1.134,-0.708,0.026,-0.089,-0.053,-0.352,0.245,-0.419
2.862,-0.171,0.803,0.430,-0.600,0.323,-0.339,-0.786,-0.871,-0.207,-0.271,0.143,-0.245,0.225,-0.382
2.372,-0.474,0.922,0.397,-0.909,0.790,0.074,-0.790,-0.657,-0.459,-0.232,0.336,-0.208,0.308,-0.448
3.109,-0.113,0.881,0.414,-0.420,0.903,-0.357,-0.982,-1.123,-0.277,-0.152,0.022,-0.614,0.234,-0.295
2.864,0.085,0.889,0.461,-0.805,0.211,-0.099,-1.156,-0.913,-0.492,-0.200,-0.052,-0.659,0.265,-0.667
3.109,-0.113,0.881,0.414,-0.420,0.903,-0.357,-0.982,-1.123,-0.277,-0.152,0.022,-0.614,0.234,-0.295
2.879,-0.492,0.797,0.568,-1.086,0.537,-0.131,-1.151,-0.737,-0.821,-0.297,0.297,-0.418,0.669,-0.632
2.708,-0.092,1.117,0.274,-0.698,0.632,-0.196,-1.018,-0.933,-0.362,-0.281,0.124,-0.571,0.391,-0.368
2.889,-0.497,0.608,0.430,-1.213,0.635,-0.063,-1.309,-0.669,-0.241,-0.077,0.410,-0.544,0.660,-0.314
2.824,-0.258,0.925,0.416,-0.705,0.336,0.090,-0.893,-0.801,-0.461,-0.283,0.354,-0.834,0.497,-0.578
2.929,-0.047,0.861,0.274,-0.619,0.274,0.029,-1.097,-0.786,-0.349,-0.575,0.226,-0.584,0.392,-0.570
3.072,-0.381,0.921,0.541,-1.084,0.376,-0.226,-1.177,-0.637,-0.331,-0.065,0.100,-0.665,0.407,-0.598
2.995,-0.505,1.076,0.414,-0.999,0.236,-0.290,-1.357,-0.798,-0.349,-0.241,0.383,-0.509,0.614,-0.667
3.089,0.047,1.259,0.234,-0.972,0.411,-0.148,-1.276,-1.016,-0.288,-0.296,0.131,-0.606,0.366,-0.766
3.116,-0.010,1.109,0.346,-0.841,0.540,-0.292,-1.177,-0.973,-0.422,-0.172,0.162,-0.716,0.318,-0.711
3.027,0.028,1.173,0.440,-0.850,0.527,-0.393,-1.154,-0.914,-0.178,-0.236,0.073,-0.567,0.271,-0.844
3.156,-0.418,1.002,0.588,-0.999,0.438,-0.341,-1.249,-0.926,-0.301,-0.378,0.336,-0.506,0.604,-0.817
3.346,-0.136,1.052,0.362,-0.868,0.653,-0.323,-1.221,-1.035,-0.380,-0.268,0.157,-0.640,0.411,-0.776
3.499,-0.013,1.211,0.595,-0.670,0.458,-0.422,-1.216,-1.007,-0.230,-0.136,0.189,-0.576,0.419,-0.804
3.266,-0.241,1.471,0.451,-0.437,0.347,-0.459,-1.053,-1.231,-0.149,-0.254,0.033,-0.535,0.398,-0.845
3.409,-0.020,1.299,0.277,-0.799,0.525,-0.399,-1.413,-1.010,-0.275,-0.315,0.111,-0.486,0.318,-0.791
3.452,-0.020,1.225,0.586,-0.931,0.835,-0.230,-1.317,-1.247,-0.098,-0.313,0.113,-0.344,0.248,-0.874
3.202,0.055,1.227,0.333,-0.847,0.708,-0.376,-1.309,-1.125,-0.393,-0.250,0.094,-0.724,0.522,-0.970
3.166,0.160,1.453,0.483,-0.944,0.526,-0.382,-1.261,-1.084,-0.168,-0.200,0.112,-0.595,0.278,-0.950
3.666,-0.116,1.301,0.710,-0.832,0.780,-0.540,-1.188,-1.057,-0.026,-0.351,0.174,-0.720,0.359,-0.964
3.741,-0.133,1.461,0.658,-0.841,0.713,-0.436,-1.195,-1.091,-0.184,-0.256,0.161,-0.490,0.099,-0.993
3.439,-0.194,1.464,0.608,-0.906,0.509,-0.335,-1.375,-1.191,-0.202,-0.247,0.149,-0.419,0.431,-1.067
3.467,0.044,1.526,0.565,-0.872,0.579,-0.339,-1.236,-1.215,-0.404,-0.063,0.025,-0.551,0.204,-0.880
3.743,-0.230,1.619,0.650,-0.847,0.756,-0.695,-1.123,-1.302,-0.285,-0.346,0.227,-0.654,0.350,-1.005
3.525,-0.189,1.271,0.665,-0.931,0.870,-0.490,-1.250,-1.159,-0.463,-0.453,0.079,-0.601,0.541,-0.939
3.802,-0.127,1.804,0.828,-1.011,0.839,-0.520,-1.352,-1.085,-0.167,-0.592,0.198,-0.555,0.424,-1.115
3.863,-0.038,1.684,0.758,-1.005,0.625,-0.460,-1.277,-1.260,-0.198,-0.548,0.182,-0.608,0.347,-1.256
3.889,-0.391,1.598,0.699,-1.263,0.656,-0.608,-1.244,-1.251,-0.344,-0.548,0.174,-0.297,0.667,-1.043
3.829,-0.021,1.599,0.764,-1.253,0.906,-0.482,-1.248,-1.327,-0.246,-0.723,0.153,-0.310,0.206,-1.224
3.887,-0.052,1.554,0.607,-1.155,0.778,-0.537,-1.186,-1.320,-0.185,-0.603,0.254,-0.358,0.197,-1.330
4.036,-0.111,1.739,0.762,-1.118,0.761,-0.490,-1.290,-1.183,-0.151,-0.570,0.214,-0.344,0.429,-1.168
3.916,-0.040,1.647,0.682,-1.227,0.790,-0.583,-1.149,-1.187,-0.213,-0.574,0.186,-0.487,0.405,-1.188
3.999,-0.038,1.746,0.583,-1.211,0.718,-0.653,-1.114,-1.178,-0.207,-0.551,0.136,-0.491,0.336,-1.215
3.814,-0.016,1.532,0.685,-1.095,0.821,-0.406,-1.207,-1.350,-0.276,-0.617,0.243,-0.373,0.289,-1.345
3.904,-0.009,1.624,0.650,-1.078,0.790,-0.506,-1.368,-1.307,-0.223,-0.489,0.230,-0.509,0.310,-1.158
3.830,-0.035,1.646,0.738,-1.197,0.836,-0.404,-1.230,-1.240,-0.303,-0.690,0.180,-0.404,0.313,-1.212
3.896,-0.107,1.720,0.681,-1.245,0.779,-0.508,-1.198,-1.271,-0.293,-0.644,0.169,-0.509,0.307,-1.204
3.840,-0.048,1.610,0.673,-1.111,0.769,-0.440,-1.231,-1.284,-0.230,-0.523,0.257,-0.460,0.281,-1.299
3.899,-0.085,1.703,0.703,-1.236,0.789,-0.524,-1.222,-1.271,-0.296,-0.612,0.143,-0.518,0.303,-1.182
