0.118,0.108,-0.055,-0.038,0.092,-0.074,0.075,0.004,-0.025,0.073,-0.060,-0.071,0.078,-0.186,0.018
0.505,-0.008,0.300,0.019,-0.205,-0.191,-0.267,0.105,0.196,0.102,0.031,-0.151,-0.396,0.076,0.307
0.619,-0.039,0.037,-0.684,0.174,-0.171,-0.404,0.107,0.458,-0.001,0.165,-0.252,-0.060,0.345,-0.056
0.885,0.017,0.058,-0.423,0.307,-0.245,0.425,-0.276,0.023,0.194,0.103,-0.268,-0.219,-0.543,0.280
0.957,-0.141,-0.116,0.216,0.061,-0.155,0.164,-0.009,-0.179,-0.121,0.591,-0.229,0.311,0.021,0.304
1.441,-0.026,-0.404,0.413,0.160,0.101,-0.297,-0.585,-0.112,-0.001,-0.216,0.026,0.358,-0.159,0.453
1.405,0.471,-0.296,-0.096,-0.085,-0.043,-0.282,0.009,-0.312,0.441,-0.025,0.018,0.316,-0.386,0.251
1.447,-0.019,-0.099,-0.246,0.037,-0.099,-0.317,-0.038,-0.131,-0.100,-0.207,0.216,0.335,0.084,-0.021
0.941,0.334,0.058,0.243,0.338,-0.041,0.061,0.013,0.153,0.418,-0.249,0.303,-0.092,0.096,-0.074
1.809,0.515,-0.330,0.002,-0.057,-0.445,-0.723,0.252,0.368,-0.132,-0.216,0.257,0.053,0.618,-0.010
1.424,0.360,-0.270,-0.472,-0.236,-0.248,-0.886,0.217,0.008,0.097,-0.193,0.085,0.457,0.516,-0.192
2.389,0.783,-0.592,-0.269,0.131,-0.341,-0.737,0.470,0.036,0.252,-0.124,0.156,0.021,0.498,0.250
2.513,0.936,0.393,-0.650,0.123,-0.300,-0.855,0.070,0.201,-0.299,0.093,-0.485,0.454,0.607,0.236
2.334,1.052,0.177,-0.047,-0.185,-0.065,-1.032,-0.084,-0.331,-0.518,0.543,-0.055,0.259,0.758,0.223
2.233,0.446,-0.357,-0.507,-0.223,-0.429,-0.704,-0.023,0.049,0.153,-0.053,-0.278,-0.003,0.327,0.290
2.550,0.584,0.285,-0.129,-0.672,-0.967,-0.996,-0.277,-0.364,-0.223,-0.279,0.042,0.178,0.864,-0.225
2.402,0.492,-0.673,-0.938,0.017,-0.561,-0.436,-0.190,0.143,-0.530,0.000,-0.220,-0.187,0.450,0.300
2.848,0.538,0.343,-0.652,-0.362,-0.872,-0.723,-0.331,-0.203,-0.307,-0.281,-0.098,0.091,0.600,-0.565
2.543,0.799,-0.132,0.114,0.013,-0.328,-0.562,0.199,-0.118,-0.849,0.465,-0.332,0.235,0.952,0.226
2.837,1.003,-0.189,-0.285,0.090,-0.611,-1.117,0.080,-0.071,-0.894,0.374,-0.133,0.431,1.409,-0.004
2.686,0.734,-0.075,0.015,0.265,-0.234,-0.810,0.094,-0.090,-1.022,0.386,-0.272,0.187,1.088,0.221
2.984,0.777,0.033,-0.265,0.046,-0.478,-0.367,-0.021,-0.266,-0.946,0.222,-0.290,0.169,0.738,-0.067
